Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
36,40000,2,1000.0,2,0,0,0,0,1,0
39,61000,3,500.0,3,137000,0,0,0,1,0
54,75000,2,4500.0,3,0,0,0,0,0,0
33,122000,1,0.0,1,0,0,0,0,1,1
39,75000,3,3000.0,1,0,0,0,0,0,1
41,59000,4,200.0,3,0,0,0,0,0,0
40,24000,3,1000.0,2,0,0,0,0,1,0
29,175000,3,3300.0,3,329000,1,0,0,1,0
51,39000,2,800.0,1,182000,0,0,0,0,1
54,145000,2,6800.0,1,0,0,1,0,0,0
47,24000,4,400.0,2,142000,0,0,0,1,0
53,20000,3,100.0,2,0,0,0,0,0,0
30,85000,1,2600.0,2,0,0,0,0,1,0
28,65000,3,2600.0,3,0,0,1,0,0,0
60,191000,4,5600.0,3,0,1,0,0,0,0
51,11000,2,0.0,1,0,0,1,0,0,0
63,40000,2,1000.0,3,167000,0,0,0,0,0
38,54000,3,700.0,2,196000,0,0,0,0,0
59,95000,1,3800.0,1,0,0,0,0,1,1
53,94000,4,1000.0,2,0,0,0,0,1,0
31,79000,4,2200.0,2,0,0,0,0,0,0
41,48000,3,300.0,3,0,0,0,0,1,1
25,70000,4,2600.0,1,0,0,1,0,1,0
27,40000,3,100.0,2,111000,0,0,0,1,0
50,44000,4,1800.0,1,0,0,0,0,1,1
50,43000,1,1400.0,3,137000,0,0,0,1,0
43,29000,1,300.0,3,0,0,0,0,1,0
50,188000,3,1300.0,1,184000,1,0,0,0,1
46,114000,1,0.0,1,0,0,0,0,1,1
30,52000,3,700.0,2,0,0,0,0,1,0
42,13000,1,200.0,1,0,0,0,0,1,0
42,95000,3,500.0,3,0,0,0,0,0,0
29,84000,1,2900.0,3,0,0,0,0,1,0
38,49000,1,1800.0,1,0,0,0,0,0,0
51,181000,1,1700.0,1,0,0,0,0,1,1
35,182000,1,300.0,2,229000,1,0,1,1,1
37,70000,2,2700.0,1,0,0,0,0,0,0
47,79000,3,1100.0,1,185000,0,0,0,1,1
55,61000,4,2800.0,2,0,0,0,0,1,1
65,121000,2,2100.0,1,0,0,0,0,1,0
58,34000,3,200.0,1,83000,0,0,0,1,0
54,183000,1,1000.0,1,442000,0,0,0,0,0
52,51000,1,1600.0,3,0,0,1,0,0,1
28,70000,3,300.0,3,0,0,0,0,0,1
32,39000,1,1700.0,1,0,0,0,0,1,1
51,84000,3,2000.0,2,0,0,0,0,0,0
43,122000,1,7000.0,1,0,0,0,0,1,1
42,145000,1,1700.0,1,132000,0,0,0,1,1
42,98000,2,400.0,1,0,0,0,0,1,1
41,79000,1,1000.0,3,233000,0,0,0,1,0
34,38000,2,2000.0,3,0,0,0,0,1,1
30,49000,3,700.0,2,196000,0,0,0,0,1
32,38000,1,1000.0,1,0,0,0,0,1,0
46,91000,4,2600.0,3,0,0,0,0,0,0
38,29000,4,200.0,1,0,0,0,0,0,1
37,172000,2,6500.0,1,0,0,0,0,0,0
32,104000,2,3700.0,1,0,1,0,0,0,1
35,58000,1,2500.0,1,0,0,0,0,1,1
30,171000,2,1900.0,2,0,1,0,0,0,0
30,73000,3,3300.0,1,0,1,0,1,1,1
58,191000,1,2900.0,1,0,0,0,0,0,0
57,90000,2,4500.0,3,0,0,0,0,1,0
34,55000,3,2300.0,1,0,0,1,1,1,1
31,28000,1,2000.0,2,0,0,0,0,0,0
39,42000,1,2500.0,3,0,0,0,0,1,0
57,9000,1,100.0,2,91000,0,1,0,1,0
47,65000,1,1500.0,2,0,0,1,0,1,0
51,134000,4,4500.0,3,0,1,1,1,1,0
30,83000,4,3400.0,1,0,0,1,0,1,0
55,38000,3,1000.0,2,0,0,0,0,1,0
32,13000,4,300.0,1,0,0,0,0,1,1
32,143000,3,2900.0,3,0,1,0,0,1,0
44,75000,4,1900.0,1,0,0,0,0,0,0
33,120000,1,3200.0,3,0,1,0,0,1,0
49,91000,1,2800.0,2,0,0,0,0,0,0
32,99000,2,1500.0,3,0,0,0,0,0,1
31,71000,1,100.0,1,78000,0,1,0,0,0
37,111000,1,800.0,2,0,0,0,0,0,0
41,108000,1,5200.0,1,0,0,0,0,0,0
56,158000,1,7400.0,1,0,0,0,0,0,0
55,81000,3,2670.0,1,0,0,0,0,1,0
49,12000,2,100.0,3,0,0,1,1,1,0
63,21000,2,400.0,1,0,0,0,0,1,0
55,55000,4,900.0,1,215000,0,0,0,1,1
59,42000,1,1800.0,3,0,0,0,0,1,0
41,81000,2,400.0,1,0,0,0,0,0,1
49,13000,4,200.0,1,87000,0,0,0,0,0
48,132000,1,600.0,1,157000,0,0,0,0,0
41,99000,1,1000.0,3,0,0,0,0,1,0
50,23000,4,200.0,1,0,0,0,0,0,1
28,40000,1,2000.0,2,0,0,1,0,1,0
36,181000,3,1400.0,1,0,1,0,0,0,0
38,112000,2,2200.0,1,394000,0,0,0,0,0
34,138000,2,7800.0,1,227000,0,0,0,1,0
41,94000,3,3800.0,2,327000,1,1,1,1,0
43,113000,1,1700.0,1,0,0,0,0,0,0
30,112000,4,5000.0,2,0,1,0,0,0,1
37,190000,2,3000.0,1,475000,0,0,0,1,0
62,38000,1,1100.0,3,0,0,0,0,1,0
40,32000,1,1400.0,3,158000,0,0,0,1,0
35,104000,3,600.0,2,0,0,0,0,0,1
64,43000,1,1900.0,2,0,0,0,0,1,0
49,45000,3,1700.0,2,0,0,1,0,1,0
24,35000,2,1700.0,2,0,0,0,0,0,0
36,42000,4,1200.0,2,0,0,0,0,1,1
29,58000,1,800.0,2,0,0,0,0,1,1
29,103000,4,3400.0,1,0,1,0,0,1,0
28,71000,1,3300.0,2,149000,1,1,1,1,0
33,14000,1,400.0,2,98000,0,0,0,1,0
36,98000,3,1200.0,3,0,0,1,0,0,1
42,90000,1,100.0,2,0,0,0,0,0,1
25,65000,4,200.0,1,0,0,1,0,0,0
28,19000,4,400.0,1,0,0,0,0,1,1
50,35000,3,1700.0,2,0,0,0,0,1,1
34,71000,4,1300.0,1,0,0,0,0,1,0
43,31000,3,500.0,1,0,0,0,0,0,0
62,43000,4,1200.0,2,0,0,0,0,1,0
61,24000,1,1500.0,2,87000,0,1,0,0,0
45,58000,2,400.0,3,0,0,1,0,0,1
42,115000,2,400.0,1,0,0,0,0,1,0
39,168000,2,8000.0,1,152000,0,1,0,0,0
29,128000,1,1500.0,1,0,0,0,0,1,1
45,138000,1,7000.0,1,0,0,0,0,0,1
58,81000,3,1700.0,2,0,0,0,0,1,1
29,41000,4,1300.0,3,0,0,0,0,1,0
32,123000,2,2900.0,2,0,1,0,0,1,0
37,71000,2,2700.0,1,94000,0,0,0,1,0
48,8000,1,400.0,3,0,0,0,0,0,1
40,42000,2,700.0,1,101000,0,0,0,1,0
29,62000,2,2500.0,1,184000,0,0,0,1,0
36,22000,4,1000.0,1,91000,0,1,0,1,0
35,38000,4,1000.0,2,0,0,0,0,1,0
35,24000,4,400.0,2,0,0,0,0,0,0
62,50000,3,2400.0,1,0,0,0,0,1,0
26,190000,4,1300.0,2,197000,1,0,0,1,0
32,94000,2,3100.0,1,0,0,0,0,1,0
63,165000,4,5100.0,3,0,1,0,0,0,0
38,43000,4,1200.0,2,0,0,0,0,0,1
50,48000,1,1600.0,2,0,0,0,0,0,1
46,52000,3,2700.0,2,228000,0,0,0,0,1
50,84000,4,4900.0,1,0,0,0,0,1,0
61,131000,1,900.0,1,0,0,0,0,1,0
34,44000,4,200.0,1,0,0,0,0,0,0
27,78000,4,200.0,1,87000,0,0,0,0,0
61,15000,4,400.0,2,0,0,0,0,0,0
45,38000,4,1900.0,3,144000,0,0,0,1,1
50,84000,1,1300.0,3,0,0,1,0,1,0
44,122000,1,300.0,1,0,0,0,0,1,0
62,98000,2,2800.0,1,0,0,0,0,0,0
45,80000,3,2670.0,2,0,0,0,0,0,0
41,165000,2,8000.0,1,0,0,0,0,1,0
30,121000,2,3300.0,1,0,0,0,0,0,1
61,20000,3,400.0,2,94000,0,0,0,0,0
45,11000,1,200.0,1,91000,0,0,0,0,0
59,45000,1,1800.0,3,0,0,0,0,1,0
30,118000,2,2800.0,2,0,1,0,0,0,0
60,14000,2,300.0,1,109000,0,0,0,1,1
39,30000,3,200.0,2,0,0,0,0,0,0
56,45000,1,200.0,1,98000,0,0,0,0,0
56,80000,3,2670.0,1,0,0,0,0,1,0
27,25000,4,300.0,2,0,0,0,0,1,1
66,144000,1,2500.0,1,0,0,1,1,1,1
43,84000,4,200.0,3,297000,0,0,0,1,0
53,22000,2,400.0,1,0,0,0,0,1,0
44,33000,3,1500.0,1,0,0,0,0,1,1
54,60000,4,2600.0,3,0,0,0,0,0,0
31,81000,4,2200.0,2,116000,0,0,0,1,0
38,169000,1,6800.0,3,0,1,0,1,1,1
28,63000,2,1600.0,3,0,0,0,0,1,0
51,12000,2,700.0,3,109000,0,0,0,1,1
52,15000,4,800.0,1,101000,0,0,0,0,0
64,39000,1,500.0,3,0,0,1,1,1,1
29,44000,4,2000.0,2,0,0,0,0,1,0
34,110000,1,4000.0,1,0,0,0,0,1,0
33,130000,3,6300.0,2,99000,1,0,0,0,1
46,41000,1,1400.0,3,128000,0,0,0,1,0
48,59000,1,1400.0,3,241000,0,0,0,1,0
52,39000,2,800.0,1,0,0,0,0,1,0
44,35000,4,0.0,2,0,0,0,0,1,0
51,80000,1,2600.0,2,0,0,0,0,1,1
47,81000,1,2670.0,2,0,0,0,0,1,0
39,31000,2,800.0,3,0,0,0,0,0,0
42,93000,4,1900.0,3,0,0,0,0,0,0
57,45000,4,1500.0,1,204000,0,0,0,1,0
36,40000,2,600.0,3,0,0,0,0,1,1
27,80000,2,1600.0,3,185000,0,0,0,1,1
31,20000,1,400.0,3,0,0,0,0,1,0
63,41000,1,500.0,3,0,0,0,0,0,1
34,31000,1,300.0,1,104000,0,0,0,1,1
52,35000,4,200.0,2,0,0,0,0,1,0
57,40000,3,1400.0,3,137000,0,0,0,1,1
63,84000,1,1800.0,3,0,0,0,0,0,0
26,53000,2,1600.0,3,0,0,0,0,1,0
35,85000,4,4000.0,3,0,0,0,0,1,0
58,138000,2,3900.0,1,0,0,0,0,1,0
32,71000,2,1750.0,3,108000,0,0,0,0,0
64,113000,1,800.0,3,0,0,0,0,0,1
50,23000,2,1000.0,2,0,0,1,0,0,0
34,62000,3,2300.0,1,0,0,0,0,0,0
36,14000,4,200.0,3,100000,0,0,0,1,1
43,60000,2,2200.0,3,0,0,0,0,0,1
28,94000,3,800.0,1,236000,0,0,0,1,0
64,83000,3,1800.0,2,0,0,0,0,1,0
60,130000,3,6300.0,3,437000,1,0,1,1,1
62,61000,4,1700.0,1,0,0,0,0,0,0
27,92000,2,3100.0,1,178000,0,0,0,1,0
42,20000,2,800.0,3,117000,0,0,0,1,1
45,194000,2,8800.0,1,428000,0,0,0,0,0
36,74000,1,2500.0,1,0,0,0,0,0,1
48,84000,2,400.0,3,145000,0,0,0,0,0
65,98000,3,1800.0,2,333000,0,0,0,0,0
39,52000,3,2330.0,1,0,0,0,0,1,0
51,55000,1,1300.0,2,236000,0,0,0,0,1
30,64000,4,3400.0,1,117000,0,0,0,0,0
65,128000,1,2500.0,1,162000,0,0,0,1,0
38,113000,4,1700.0,2,0,1,0,0,0,1
29,50000,3,1100.0,2,0,0,0,0,0,1
42,54000,4,2200.0,2,0,0,0,0,0,0
63,129000,1,900.0,1,366000,0,0,0,1,0
46,82000,4,400.0,1,0,0,0,0,0,0
62,100000,4,1700.0,2,0,0,0,0,1,0
58,44000,4,2200.0,1,0,0,1,0,0,0
56,164000,4,500.0,2,234000,1,0,1,1,1
56,81000,2,3700.0,1,121000,0,0,0,1,1
34,71000,1,100.0,1,257000,0,0,0,1,1
42,28000,1,500.0,3,90000,0,0,0,0,0
30,80000,3,1500.0,1,219000,0,0,0,1,0
61,90000,4,1900.0,2,0,0,0,0,1,0
38,74000,1,3600.0,2,0,0,0,0,1,1
50,14000,2,700.0,3,0,0,1,0,1,0
61,23000,2,500.0,2,103000,0,0,0,1,0
41,153000,1,1700.0,1,337000,0,0,0,0,1
42,38000,3,900.0,3,0,0,0,0,0,0
29,112000,2,2000.0,2,382000,0,1,0,0,0
51,145000,1,8100.0,1,397000,0,0,0,0,1
32,28000,2,300.0,2,88000,0,0,0,1,0
34,31000,4,1100.0,3,0,0,0,0,1,1
26,195000,1,6330.0,1,0,0,0,0,1,1
54,50000,3,2000.0,3,0,0,0,0,1,1
38,71000,4,2000.0,3,0,0,0,0,0,0
62,21000,3,300.0,3,0,0,0,0,0,0
37,35000,2,800.0,3,125000,0,0,0,0,0
46,42000,1,2400.0,1,0,0,0,0,1,1
52,78000,4,3600.0,3,141000,0,0,0,1,0
32,73000,4,2200.0,2,0,0,0,0,0,0
49,53000,2,1000.0,3,181000,0,0,0,0,0
28,51000,2,1600.0,3,123000,0,0,0,0,0
55,40000,2,2300.0,3,0,0,0,0,1,0
52,178000,1,1000.0,1,0,0,0,0,0,0
32,35000,2,300.0,1,0,0,0,0,0,1
31,192000,1,0.0,2,0,1,0,0,1,0
27,123000,1,5400.0,1,0,0,0,0,0,0
32,48000,2,1670.0,2,0,0,1,1,1,1
52,45000,3,600.0,2,0,0,0,0,0,0
52,15000,1,200.0,1,0,0,0,0,1,0
50,79000,1,300.0,1,120000,0,0,0,1,0
32,63000,4,2000.0,2,0,0,1,0,1,0
61,30000,2,200.0,3,0,0,0,0,1,0
60,145000,4,6900.0,1,380000,1,0,0,0,1
28,32000,3,1000.0,2,0,0,0,0,0,0
34,64000,2,100.0,1,224000,0,0,0,1,1
31,84000,1,100.0,1,0,0,0,0,1,0
31,21000,1,400.0,2,0,0,0,0,1,0
62,99000,4,1700.0,2,0,0,0,0,1,0
47,35000,2,1300.0,1,0,0,0,0,1,0
50,180000,1,1700.0,1,0,0,0,0,1,1
36,42000,1,1330.0,1,0,0,0,0,1,0
26,179000,4,2100.0,2,0,1,0,0,0,0
51,42000,4,100.0,3,0,0,0,0,0,0
52,180000,2,9000.0,2,297000,1,0,0,1,0
35,82000,4,3400.0,1,0,0,0,0,0,0
42,55000,2,700.0,1,149000,0,0,0,0,0
36,79000,2,2200.0,1,0,0,0,0,1,0
41,48000,2,600.0,3,215000,0,0,0,0,1
49,93000,1,2700.0,1,0,0,1,0,1,0
57,23000,2,200.0,3,0,0,0,0,0,0
44,50000,3,2330.0,1,200000,0,0,0,0,0
60,85000,2,2000.0,1,0,0,0,0,1,0
38,35000,1,1500.0,2,97000,0,0,0,1,0
26,171000,3,6000.0,2,0,1,0,0,1,0
29,29000,4,1500.0,2,0,0,0,0,0,1
59,84000,1,1800.0,3,0,0,0,0,1,1
51,20000,4,500.0,2,0,0,0,0,1,0
50,14000,1,400.0,3,0,0,0,0,1,1
35,179000,1,8600.0,1,357000,0,0,0,0,0
61,48000,1,800.0,1,158000,0,0,0,1,0
42,74000,1,2800.0,1,0,0,0,0,1,0
55,53000,1,1400.0,1,0,0,0,0,0,0
50,83000,1,2800.0,2,0,0,0,0,1,1
64,171000,2,2100.0,1,433000,0,0,0,0,0
54,85000,4,4900.0,1,0,0,0,0,1,0
50,38000,4,900.0,2,0,0,0,0,1,0
31,85000,3,1600.0,1,157000,0,0,0,1,1
32,79000,1,100.0,1,0,0,0,0,0,0
44,69000,4,400.0,1,0,0,0,0,0,0
60,43000,3,900.0,3,0,0,0,0,1,1
60,33000,2,300.0,1,101000,0,0,0,1,0
62,42000,3,100.0,3,149000,0,0,0,0,1
46,40000,4,1900.0,3,122000,0,0,0,1,0
57,43000,1,1800.0,3,0,0,0,0,0,0
30,20000,4,500.0,3,117000,0,0,0,0,0
58,65000,3,2500.0,1,222000,0,0,0,1,0
39,139000,3,3400.0,1,483000,1,0,0,1,0
60,135000,3,300.0,3,0,1,0,0,1,0
59,84000,3,1600.0,3,0,0,0,0,1,0
50,179000,1,2900.0,3,0,1,0,0,0,1
63,45000,4,1300.0,2,86000,0,0,0,0,0
27,109000,2,2500.0,1,0,0,0,0,1,0
54,34000,4,100.0,3,0,0,0,0,1,0
62,162000,1,1300.0,1,0,0,0,0,1,0
60,105000,2,1400.0,1,0,0,0,0,1,0
38,22000,3,200.0,2,0,0,0,0,1,0
34,82000,2,1800.0,1,178000,0,0,0,1,1
65,105000,4,1700.0,2,230000,0,1,0,1,0
55,62000,1,1800.0,3,0,0,0,0,1,0
57,82000,2,2000.0,1,83000,0,0,0,0,1
27,72000,4,0.0,1,0,0,0,0,1,0
35,38000,4,1700.0,1,0,0,0,0,1,1
52,25000,4,1000.0,1,0,0,0,0,0,0
45,20000,1,750.0,3,0,0,0,0,1,0
29,80000,4,1800.0,2,0,0,0,0,1,1
44,84000,3,1100.0,1,0,0,0,0,0,0
47,33000,1,1000.0,1,0,0,0,0,1,1
62,55000,3,900.0,3,0,0,0,0,1,0
52,33000,2,700.0,2,0,0,0,0,0,1
47,190000,4,300.0,3,305000,1,0,0,0,0
42,43000,1,300.0,3,158000,0,0,0,0,0
65,45000,3,100.0,3,0,0,0,0,1,0
42,141000,1,3500.0,1,0,0,0,0,0,0
40,69000,4,2400.0,1,0,0,0,0,1,0
32,78000,4,100.0,2,0,0,0,0,1,0
40,84000,1,3700.0,3,0,0,0,0,1,0
55,172000,1,5200.0,2,0,1,0,0,0,0
32,51000,4,200.0,1,154000,0,1,0,0,1
58,75000,1,1400.0,3,0,0,0,0,1,0
46,183000,1,3100.0,2,0,1,0,1,1,1
53,20000,4,400.0,3,0,0,0,0,1,1
63,101000,2,3900.0,3,294000,1,0,0,1,0
40,129000,1,5900.0,3,0,1,0,0,1,0
41,63000,2,3200.0,1,0,0,0,0,0,0
60,44000,4,2100.0,1,0,0,0,0,0,0
65,184000,1,5400.0,3,176000,1,0,1,1,1
59,100000,2,2000.0,1,127000,0,0,0,0,0
48,12000,3,400.0,1,0,0,0,0,0,0
59,68000,2,2300.0,3,128000,0,1,0,1,0
33,48000,1,1000.0,1,212000,0,0,0,1,0
40,82000,2,400.0,1,0,0,0,0,0,0
42,52000,2,2500.0,1,0,0,0,0,0,0
65,154000,2,4600.0,2,0,1,1,1,1,1
30,39000,1,1500.0,1,0,0,0,0,0,1
30,40000,1,300.0,1,0,0,0,1,1,1
42,54000,4,1900.0,3,164000,0,0,0,0,0
32,32000,2,1000.0,2,103000,0,0,1,1,1
55,64000,2,2300.0,3,0,0,0,0,0,0
29,92000,2,1300.0,1,287000,0,0,0,1,0
64,40000,1,2500.0,3,94000,0,0,0,1,1
37,60000,3,500.0,3,0,0,0,0,1,0
31,85000,2,1300.0,1,119000,0,0,0,1,1
25,21000,4,400.0,1,90000,0,0,0,1,0
31,35000,1,600.0,3,171000,0,0,0,0,0
32,52000,2,100.0,1,0,0,0,0,1,0
58,128000,1,7400.0,1,0,0,0,0,0,0
26,195000,1,6330.0,1,0,0,0,0,0,0
51,68000,2,1500.0,2,117000,0,0,0,0,1
65,55000,2,1100.0,1,0,0,0,0,0,0
43,55000,1,200.0,1,0,0,0,0,1,0
46,80000,4,400.0,1,0,0,0,0,1,1
28,123000,1,800.0,1,146000,0,0,0,0,0
63,90000,4,1900.0,2,106000,0,1,0,1,0
59,61000,1,1400.0,3,0,0,0,0,0,0
42,41000,3,2500.0,2,0,0,0,0,1,0
58,43000,2,1600.0,3,0,0,0,0,1,0
39,71000,3,100.0,1,162000,0,1,0,1,0
36,25000,4,1000.0,1,0,0,0,0,1,0
60,154000,1,3000.0,2,0,1,1,1,1,0
47,141000,1,2400.0,1,0,0,0,0,0,0
29,22000,2,900.0,3,110000,0,0,0,0,0
52,145000,2,6800.0,1,0,0,0,0,1,0
41,49000,3,500.0,3,0,0,0,0,1,0
63,109000,1,2000.0,1,0,0,0,0,1,0
59,80000,3,500.0,1,0,0,0,0,1,1
44,82000,4,1400.0,2,201000,0,0,0,1,1
54,52000,4,2500.0,1,0,0,0,0,1,0
29,85000,3,2500.0,1,0,0,0,0,1,1
51,148000,1,1000.0,1,0,0,0,0,0,0
63,160000,2,2100.0,1,0,0,0,0,0,1
36,39000,4,1700.0,1,0,0,0,0,1,0
42,25000,2,800.0,3,0,0,0,0,0,1
51,33000,1,1400.0,3,0,0,0,0,1,1
47,38000,3,2500.0,2,0,0,0,0,0,0
40,85000,4,200.0,3,0,0,0,0,1,1
54,48000,1,200.0,1,0,0,0,0,1,0
47,15000,4,600.0,3,77000,0,0,0,1,0
35,94000,1,0.0,1,174000,0,0,0,1,0
28,120000,2,600.0,1,0,0,0,0,1,0
45,60000,1,700.0,3,159000,0,0,0,1,0
33,145000,2,4330.0,1,277000,0,0,0,0,1
62,29000,2,700.0,3,0,0,0,0,0,0
45,78000,3,2670.0,2,0,0,0,0,1,0
59,59000,4,1200.0,2,0,0,0,0,1,0
58,80000,2,4500.0,3,0,0,0,0,0,1
52,180000,1,1000.0,1,0,0,0,0,1,1
34,8000,3,100.0,2,83000,0,0,0,1,0
65,23000,1,1500.0,3,0,0,0,0,1,0
48,79000,2,3800.0,3,0,0,0,0,1,0
44,78000,2,3800.0,3,268000,0,0,0,0,0
61,64000,1,0.0,2,0,0,0,0,0,1
40,64000,4,200.0,3,0,0,0,0,1,1
65,160000,4,3800.0,1,237000,1,0,0,1,0
28,43000,1,1000.0,3,102000,0,0,0,0,0
67,32000,1,1100.0,3,0,0,0,0,0,1
35,179000,2,0.0,1,76000,0,1,0,1,0
60,8000,1,100.0,1,0,0,0,0,1,0
58,63000,1,1600.0,1,0,0,1,0,1,0
55,40000,2,2300.0,3,0,0,1,0,1,0
34,99000,4,2200.0,2,155000,0,0,0,1,0
35,141000,2,4500.0,2,0,1,0,0,0,0
28,159000,1,1500.0,1,0,0,0,0,1,1
38,39000,2,300.0,1,174000,0,0,0,1,0
62,99000,4,1700.0,2,0,0,0,0,0,0
30,18000,4,300.0,2,0,0,0,0,1,1
38,38000,2,300.0,1,0,0,0,0,1,1
33,133000,1,0.0,1,0,0,0,0,1,0
58,84000,2,2800.0,1,0,0,0,0,1,1
59,60000,1,0.0,2,0,0,0,0,1,1
52,178000,3,5400.0,3,147000,1,0,0,1,0
36,18000,1,500.0,3,0,0,0,0,0,1
45,73000,1,800.0,3,0,0,0,0,1,0
49,125000,1,7300.0,1,0,0,0,0,0,0
52,91000,1,4300.0,2,0,1,0,1,1,1
54,74000,2,1100.0,1,0,0,0,0,1,0
30,35000,2,300.0,2,0,0,1,0,0,1
65,113000,1,2000.0,1,0,0,0,0,1,1
34,52000,4,2200.0,2,0,0,0,0,0,0
30,191000,2,4400.0,2,0,1,0,0,1,0
51,18000,1,300.0,3,93000,0,0,0,0,1
52,25000,2,0.0,1,0,0,0,0,1,1
43,50000,4,1900.0,3,0,0,0,0,0,0
35,75000,4,700.0,3,0,0,0,0,1,1
56,92000,2,4500.0,3,0,0,1,0,0,1
57,33000,2,2000.0,2,0,0,0,0,1,0
58,65000,3,2200.0,3,0,0,0,0,0,0
53,44000,3,1700.0,1,0,0,0,0,0,0
45,183000,2,1400.0,1,354000,0,0,0,0,0
44,175000,2,1400.0,1,0,0,0,0,1,1
54,28000,4,1500.0,3,0,0,0,0,1,1
41,49000,4,2200.0,2,0,0,0,0,0,0
52,45000,4,1800.0,1,0,0,0,0,1,0
43,64000,4,3000.0,3,221000,1,0,0,1,0
63,22000,3,100.0,3,90000,0,0,0,1,0
54,120000,1,7400.0,1,119000,0,0,0,1,1
33,175000,2,6700.0,1,102000,0,0,0,1,0
25,101000,4,2300.0,3,256000,0,0,0,0,1
41,104000,1,1000.0,3,0,0,0,0,1,0
40,155000,4,100.0,3,0,1,0,1,1,1
43,58000,1,2400.0,1,0,0,0,0,0,0
36,80000,4,2200.0,2,0,0,0,0,1,0
57,45000,1,1800.0,3,195000,0,0,0,0,0
34,134000,1,4600.0,1,164000,0,1,0,1,0
38,58000,4,2000.0,3,153000,0,1,0,0,0
47,20000,1,200.0,1,0,0,0,0,1,1
39,25000,4,1500.0,3,0,0,0,0,1,0
45,55000,1,300.0,1,0,0,0,0,1,1
62,155000,1,1300.0,1,0,0,0,0,0,0
59,30000,1,1300.0,1,0,0,0,0,1,1
61,39000,4,400.0,1,0,0,0,0,1,1
36,73000,4,2000.0,3,188000,0,0,0,1,0
58,41000,4,1300.0,1,0,0,0,0,1,0
55,34000,4,100.0,3,157000,0,0,0,1,0
29,21000,3,900.0,3,119000,0,0,0,0,0
34,11000,4,300.0,1,0,0,1,1,1,1
61,154000,2,6900.0,1,0,0,0,0,0,0
50,19000,4,400.0,3,0,0,0,0,0,0
52,101000,2,2400.0,2,0,0,0,0,1,0
39,24000,1,1000.0,1,116000,0,0,0,1,1
55,131000,2,2700.0,1,0,0,1,0,0,0
33,105000,1,4000.0,1,0,0,0,0,1,0
47,52000,1,1200.0,2,194000,0,0,0,0,0
57,21000,4,900.0,2,113000,0,1,0,0,0
57,45000,3,1400.0,1,198000,0,0,0,1,0
40,39000,1,2000.0,1,0,0,0,0,1,0
50,192000,2,2800.0,1,238000,0,0,0,0,1
29,195000,1,4300.0,1,0,0,0,0,0,0
46,83000,3,700.0,1,0,0,0,0,0,0
42,34000,3,1000.0,2,0,0,1,0,1,0
59,49000,4,1700.0,2,104000,0,0,0,1,0
31,60000,4,4000.0,3,244000,0,0,0,0,0
51,41000,4,1800.0,1,0,0,0,0,0,0
35,72000,3,2300.0,1,285000,0,0,0,0,0
59,102000,4,3000.0,2,115000,1,0,0,1,0
35,31000,3,1300.0,1,0,0,0,0,0,0
46,73000,1,1500.0,2,128000,0,0,0,1,0
34,89000,1,0.0,1,0,0,0,0,1,0
55,19000,4,700.0,3,121000,0,1,0,0,1
64,63000,4,1200.0,2,0,0,0,0,1,0
34,104000,3,1200.0,3,0,0,0,0,1,0
61,40000,1,800.0,2,128000,0,0,0,1,0
63,92000,2,0.0,3,0,0,0,0,1,0
59,72000,2,700.0,2,226000,0,0,0,0,0
51,44000,3,1900.0,2,141000,0,0,0,0,0
41,114000,4,3500.0,1,0,1,0,0,0,1
37,73000,4,2400.0,1,0,0,0,0,0,0
64,63000,4,1200.0,2,0,0,1,0,0,1
44,69000,1,800.0,3,184000,0,0,1,1,1
62,42000,3,1500.0,1,0,0,0,0,1,0
50,88000,1,2700.0,1,0,0,0,0,1,0
43,98000,2,400.0,1,0,0,0,0,1,0
34,65000,1,3000.0,1,227000,1,0,0,1,0
38,12000,2,300.0,2,104000,0,1,0,1,0
29,122000,4,3000.0,1,0,1,0,0,0,1
39,12000,2,0.0,3,0,0,0,0,0,0
53,24000,2,200.0,1,0,0,0,0,0,1
43,170000,4,4250.0,1,318000,1,0,1,1,1
61,184000,4,2300.0,2,342000,1,0,1,1,1
46,25000,4,600.0,3,125000,0,0,0,0,0
57,131000,2,2700.0,1,0,0,0,0,0,0
59,50000,2,2300.0,3,0,0,0,0,0,1
52,21000,2,400.0,1,0,0,1,0,1,0
29,55000,3,1100.0,2,0,0,0,0,1,0
57,124000,1,200.0,2,0,1,0,0,1,0
49,58000,4,2600.0,1,188000,0,0,0,0,0
39,72000,2,2800.0,1,0,0,0,0,1,0
56,192000,1,7000.0,3,0,1,0,1,1,0
63,83000,3,1800.0,2,0,0,0,0,1,0
37,93000,1,2800.0,1,0,0,1,0,1,0
56,38000,3,1000.0,3,110000,0,1,0,1,0
45,55000,4,1900.0,3,164000,0,1,0,0,0
66,11000,3,100.0,3,0,0,1,0,0,1
40,85000,2,400.0,1,0,0,1,0,0,0
50,124000,1,4900.0,1,266000,0,0,0,1,0
60,129000,2,6000.0,1,0,0,0,0,1,0
31,180000,1,4300.0,1,0,0,0,0,0,0
40,74000,4,1400.0,2,0,0,0,0,1,0
36,138000,1,7000.0,3,86000,1,0,0,1,0
55,111000,2,3600.0,3,0,1,0,0,0,1
54,83000,3,800.0,1,0,0,0,0,1,0
